"nm" "nmqm" "wfl" "rooms" "bj" "bez" "wohngut" "wohnbest" "ww0" "zh0" "badkach0" "badextra" "kueche"
266.82 10.26 26 1 1939 "Berg am Laim" 0 0 0 1 0 0 0
1071.73 9.4 114 4 1972 "Ramersdorf-Perlach" 1 0 0 0 1 1 0
1395 13.04 107 4 1918 "Sendling-Westpark" 1 0 0 0 1 0 0
928.9 12.39 75 3 1957.5 "Schwabing West" 1 0 0 0 1 0 0
770 10.69 72 3 1918 "Schwabing West" 1 0 0 0 1 0 1
745 12.42 60 2 1957.5 "Maxvorstadt" 1 0 0 0 1 0 1
294.95 8.43 35 1 1957.5 "Sendling-Westpark" 1 0 0 1 0 0 0
693 11 63 2 2000.5 "Untergiesing" 0 0 0 0 1 0 0
760 9.27 82 4 1939 "Sendling-Westpark" 0 0 0 0 1 0 0
1100 11.58 95 4 1939 "Neuhausen-Nymphenburg" 0 1 0 0 1 0 0
600 11.54 52 2 1957.5 "Laim" 0 0 0 0 1 0 0
579 12.32 47 3 1939 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
350.89 5.66 62 3 1957.5 "Neuhausen-Nymphenburg" 1 0 0 1 1 0 0
424.5 6.34 67 2 1957.5 "Laim" 0 0 0 0 1 0 0
993 10.91 91 4 1957.5 "Sendling" 0 0 0 0 1 0 0
520 9.81 53 2 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 0
709.69 9.34 76 3 1924 "Thalkirchen..." 0 0 0 0 1 0 0
959 9.99 96 4 1957.5 "Sendling" 0 0 0 0 1 0 0
296 5.19 57 2 1939 "Schwanthalerhöhe" 0 0 0 0 1 0 0
1104.6 9.21 120 6 1972 "Laim" 1 0 0 0 1 0 1
373.5 7.18 52 2 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 0
840 11.51 73 4 1957.5 "Obergiesing" 0 0 0 0 1 0 0
2492.14 13.26 188 5 1918 "Schwabing-Freimann" 0 1 0 0 1 0 0
840 10.12 83 3 1972 "Ramersdorf-Perlach" 1 0 0 0 1 1 0
808.05 9.74 83 3 1983 "Obergiesing" 0 0 0 0 1 0 0
740 10.88 68 3 1972 "Obergiesing" 0 0 0 0 1 0 0
579.76 9.83 59 2 1957.5 "Obergiesing" 0 0 0 0 1 0 0
562.24 7.7 73 2 1983 "Neuhausen-Nymphenburg" 0 1 0 0 1 0 0
488 16.27 30 1 1918 "Maxvorstadt" 1 0 0 0 0 0 1
909 11.09 82 3 1983 "Maxvorstadt" 1 0 0 0 1 0 0
440 9.17 48 2 1957.5 "Neuhausen-Nymphenburg" 1 0 0 0 0 0 0
1100 14.67 75 3 1957.5 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
1049 9.99 105 4 1918 "Au-Haidhausen" 0 0 0 0 0 0 0
545.6 8.8 62 2 1939 "Untergiesing" 0 0 0 0 1 0 0
740 12.33 60 3 1939 "Sendling" 0 0 0 0 0 0 0
880 13.54 65 3 1918 "Maxvorstadt" 1 0 0 0 1 0 0
350 6.25 56 2 1957.5 "Untergiesing" 0 0 0 0 1 0 0
536.88 7.67 70 3 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
333.59 9.53 35 1 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 1
670 9.85 68 3 1972 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
760 13.82 55 2 2006.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
723 7.53 96 3 1924 "Laim" 0 0 0 0 1 0 0
403.2 6.3 64 3 1939 "Laim" 0 0 0 1 0 0 0
630 12.35 51 2 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 0
175 3.98 44 2 1939 "Sendling-Westpark" 0 0 0 1 1 0 0
710 7.89 90 3 1992.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
347 8.68 40 2 1983 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
770 9.63 80 4 1957.5 "Moosach" 0 0 0 0 1 0 0
318 6.77 47 2 1924 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
345.72 5.08 68 2 1972 "Pasing-Obermenzing" 1 0 0 0 1 0 0
1100 11 100 4 1992.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 1
950 14.18 67 3 1957.5 "Hadern" 1 0 0 0 1 0 0
278.15 5.56 50 2 1924 "Thalkirchen..." 0 0 1 1 0 0 0
1620 13.5 120 5 1924 "Altstadt-Lehel" 1 0 0 0 1 1 0
445.36 9.28 48 3 1957.5 "Schwabing-Freimann" 0 0 0 0 0 0 0
443 6.24 71 3 1918 "Sendling" 0 0 0 0 0 0 0
1075 8.46 127 4 1939 "Sendling" 0 0 0 0 1 1 0
286.75 5.03 57 2 1939 "Untergiesing" 0 0 0 0 1 0 0
739.5 9.6 77 3 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
528.6 8.81 60 2 1939 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
1110 12.2 91 3 1918 "Maxvorstadt" 1 0 0 0 1 0 0
404.54 6.97 58 3 1957.5 "Fledmoching-Hasenbergel" 0 0 0 0 0 0 0
973 13.9 70 2 1918 "Au-Haidhausen" 0 0 0 0 1 0 1
720 11.43 63 3 1957.5 "Berg am Laim" 0 0 0 0 1 0 1
880 8.98 98 4 1972 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
598.9 10.51 57 2 1983 "Ramersdorf-Perlach" 1 0 0 0 1 1 0
395.06 8.41 47 2 1939 "Sendling-Westpark" 0 0 0 1 1 0 0
670 11.17 60 2 1957.5 "Obergiesing" 0 0 0 0 1 0 0
898 7.48 120 5 1972 "Maxvorstadt" 1 0 0 0 1 0 0
321 4.94 65 3 1957.5 "Thalkirchen..." 0 0 0 0 1 0 0
1170 13 90 4 1957.5 "Bogenhausen" 0 0 0 0 1 0 1
580 9.06 64 3 1972 "Laim" 0 0 0 0 1 0 0
920 12.96 71 2 2012.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
915 14.76 62 3 2010 "Trudering-Riem" 0 0 0 0 1 1 0
276.3 5.53 50 2 1924 "Schwanthalerhöhe" 0 0 0 0 1 0 0
689 8.95 77 4 1957.5 "Schwabing West" 0 0 0 0 0 0 0
284.1 5.46 52 2 1924 "Schwanthalerhöhe" 0 0 0 0 1 0 0
722.68 7.02 103 4 1972 "Schwanthalerhöhe" 0 0 0 0 1 0 0
503.6 6.71 75 3 1924 "Schwanthalerhöhe" 0 0 0 0 1 0 0
968.55 6.82 142 6 1972 "Schwanthalerhöhe" 0 0 0 0 1 0 0
317 5.03 63 3 1972 "Schwanthalerhöhe" 0 0 0 0 1 0 0
625.78 7.36 85 3 1924 "Schwabing West" 1 0 0 0 1 0 0
430.2 6.83 63 3 1957.5 "Thalkirchen..." 0 0 0 0 1 0 0
675 11.84 57 3 2010 "Hadern" 0 0 0 0 1 0 0
1024.8 12.2 84 3 1957.5 "Schwabing West" 1 0 0 0 1 0 1
1423 12.59 113 4 1924 "Schwanthalerhöhe" 0 0 0 0 1 1 0
1182.36 13.91 85 3 2012.5 "Schwanthalerhöhe" 0 0 0 0 1 1 0
580.3 8.53 68 3 2010 "Aubing..." 0 0 0 0 1 0 0
441.08 5.58 79 4 2010 "Thalkirchen..." 0 0 0 0 1 0 0
705 10.22 69 3 2006.5 "Trudering-Riem" 0 0 0 0 1 0 0
1373 14.3 96 4 2010 "Neuhausen-Nymphenburg" 1 0 0 0 1 1 0
660 10 66 3 1957.5 "Moosach" 0 0 0 0 1 0 0
590 10 59 2 1957.5 "Moosach" 0 0 0 0 1 0 0
679 10.61 64 3 1957.5 "Moosach" 0 0 0 0 1 1 0
970 12.76 76 3 1924 "Schwanthalerhöhe" 0 0 0 0 1 0 0
341 5.5 62 3 1957.5 "Thalkirchen..." 0 0 0 0 0 0 0
283.05 4.57 62 3 1957.5 "Thalkirchen..." 0 0 0 0 0 0 0
449 8.47 53 2 1939 "Schwabing-Freimann" 0 0 0 0 1 0 0
404.71 4.01 101 3 1924 "Bogenhausen" 1 0 0 0 0 0 0
600 10.91 55 3 1918 "Thalkirchen..." 1 0 0 0 1 0 0
211 4.49 47 2 1939 "Obergiesing" 0 0 0 1 1 0 0
365 4.62 79 3 1972 "Berg am Laim" 0 0 0 0 1 0 1
214.11 3.24 66 3 1957.5 "Obergiesing" 0 0 0 1 1 0 1
338.5 7.36 46 2 1939 "Obergiesing" 0 0 0 1 1 0 0
1015 11.94 85 3 1957.5 "Maxvorstadt" 1 0 0 0 1 1 0
496.6 7.09 70 2 1924 "Au-Haidhausen" 0 0 0 0 1 0 0
700 10.61 66 3 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
301.9 3.51 86 3 1924 "Au-Haidhausen" 0 0 0 1 1 0 0
570 10.75 53 2 1957.5 "Maxvorstadt" 1 0 0 1 0 0 0
775 9.69 80 3 1924 "Untergiesing" 0 0 0 0 1 0 0
322 7.16 45 2 1939 "Berg am Laim" 0 0 0 1 1 0 0
582.09 5.88 99 4 1924 "Au-Haidhausen" 0 0 0 0 0 0 0
925 9.84 94 3 1957.5 "Schwanthalerhöhe" 0 0 0 0 1 0 1
380 6.13 62 2 1924 "Laim" 0 0 0 0 1 0 0
451.6 10.04 45 2 1957.5 "Schwabing-Freimann" 0 0 0 1 1 0 0
195.35 2.79 70 3 1924 "Au-Haidhausen" 0 0 1 1 1 0 0
379.56 9.26 41 2 1939 "Berg am Laim" 0 0 0 1 0 0 0
318 9.94 32 1 1957.5 "Maxvorstadt" 1 0 0 1 1 0 0
574.01 6.92 83 4 1924 "Berg am Laim" 0 0 0 0 1 0 0
470.03 8.7 54 3 1957.5 "Schwabing-Freimann" 0 0 0 1 0 0 0
719 8.99 80 3 1918 "Laim" 0 0 0 0 1 1 0
467 4.77 98 5 1918 "Moosach" 0 0 0 0 1 0 0
382 7.35 52 2 1939 "Berg am Laim" 0 0 0 0 1 0 0
303.46 4.97 61 3 1924 "Berg am Laim" 0 0 0 1 1 0 0
491.24 8.05 61 3 1924 "Berg am Laim" 0 0 0 0 1 0 0
616 14 44 2 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
290 4.83 60 3 1957.5 "Berg am Laim" 0 0 0 1 1 0 0
1116 13.13 85 3 1957.5 "Schwabing West" 1 0 0 0 1 0 0
580 10 58 2 1972 "Thalkirchen..." 0 0 0 0 1 0 1
599.96 7.79 77 3 1918 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
800 14.55 55 2 1957.5 "Altstadt-Lehel" 1 0 0 0 1 0 0
515 11.7 44 2 1939 "Bogenhausen" 0 0 0 1 1 0 0
981 11.54 85 3 1957.5 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
705 9.04 78 3 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 0
620 9.12 68 3 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 0
679 10.78 63 2 1972 "Berg am Laim" 0 0 0 0 1 0 1
299.5 6.97 43 2 1939 "Bogenhausen" 0 0 0 1 0 0 0
660 12.94 51 2 1957.5 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 1
825.03 9.27 89 3 1957.5 "Trudering-Riem" 1 0 0 0 1 1 0
739.2 12.74 58 2 1992.5 "Neuhausen-Nymphenburg" 0 0 0 0 1 1 1
545 9.56 57 2 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 0
650 9.85 66 3 1957.5 "Bogenhausen" 1 0 0 0 0 0 0
1690 14.2 119 4 1924 "Schwanthalerhöhe" 0 0 0 0 1 0 0
655 8.4 78 3 1957.5 "Sendling" 0 0 0 0 1 0 0
830 12.39 67 3 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
530 13.25 40 2 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
813 13.55 60 2 2006.5 "Sendling-Westpark" 0 0 0 0 1 0 0
680 12.36 55 2 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 0
934 15.06 62 2 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
610 10.52 58 3 1957.5 "Schwabing-Freimann" 0 0 0 0 1 0 0
656.51 10.59 62 3 1957.5 "Hadern" 0 0 0 0 1 0 0
1426 8.7 164 6 1918 "Schwabing West" 0 0 0 0 0 0 0
641.21 10.51 61 3 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
739.08 11.55 64 2 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 1
889.13 8.98 99 5 1924 "Moosach" 0 0 0 0 1 0 0
867.32 8.67 100 5 1924 "Moosach" 0 0 0 0 1 1 0
684.5 10.07 68 3 1983 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
777.43 8.01 97 5 1924 "Moosach" 0 0 0 0 1 0 0
564.92 7.24 78 3 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 0 0 0
692.73 6.47 107 5 1924 "Moosach" 0 0 0 0 0 0 0
752 11.75 64 2 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 1 0
785.96 7.94 99 4 1924 "Moosach" 0 0 0 0 0 0 0
990 12.69 78 3 1957.5 "Sendling" 0 0 0 0 1 1 0
1591.63 9.71 164 4 1918 "Schwabing West" 1 0 0 0 1 0 0
785 11.21 70 3 1983 "Ramersdorf-Perlach" 0 0 0 0 1 0 1
857 7.79 110 4 1957.5 "Schwabing-Freimann" 1 0 0 0 1 0 0
398.89 10.5 38 2 1957.5 "Obergiesing" 0 0 0 0 1 0 0
483.8 9.3 52 2 1957.5 "Obergiesing" 0 0 0 0 0 0 0
477 7.01 68 3 1939 "Schwabing-Freimann" 1 0 0 0 1 0 0
783 9 87 3 1957.5 "Berg am Laim" 1 0 0 0 1 0 0
388.8 6.48 60 3 1957.5 "Obergiesing" 0 0 0 0 1 1 0
609.3 8.7 70 3 1972 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
410 11.71 35 1 1918 "Untergiesing" 0 0 0 0 1 0 0
430 6.52 66 3 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
609.69 9.53 64 3 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
680 10.79 63 3 1957.5 "Berg am Laim" 0 0 0 0 1 1 0
497.36 10.36 48 2 1957.5 "Schwabing-Freimann" 0 0 0 0 1 0 0
990 10.42 95 3 1992.5 "Thalkirchen..." 0 0 0 0 1 1 0
643 9.06 71 3 1957.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
506 10.12 50 2 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
1180 12.04 98 4 1918 "Neuhausen-Nymphenburg" 0 0 0 1 1 0 0
396 11.65 34 1 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
550 8.73 63 3 1939 "Allach-Untermenzing" 0 0 0 0 0 0 0
485.27 7.35 66 3 1957.5 "Laim" 1 0 0 0 1 0 0
1134.82 8.16 139 4 1924 "Schwabing West" 1 0 0 0 0 0 0
578 12.57 46 2 1957.5 "Obergiesing" 0 0 0 0 1 0 0
782 11.33 69 4 1957.5 "Obergiesing" 0 0 0 0 1 0 0
730 16.98 43 1 1983 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
626 6.96 90 3 1957.5 "Trudering-Riem" 0 0 0 0 0 0 0
443.4 8.37 53 3 1957.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
800.77 10.27 78 3 1972 "Sendling-Westpark" 0 0 0 0 1 0 0
504 10.5 48 2 1972 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
954.34 8.45 113 6 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
428.21 12.23 35 1 1957.5 "Schwabing West" 1 0 0 0 0 0 0
390.75 7.51 52 2 1983 "Schwabing-Freimann" 0 0 0 0 0 0 0
572.51 8.06 71 3 1918 "Neuhausen-Nymphenburg" 1 0 0 1 1 0 0
445.41 6.65 67 2 1924 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
573.49 10.06 57 2 1918 "Schwanthalerhöhe" 0 0 0 1 1 0 0
393.89 6.56 60 2 1939 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
340.46 6.42 53 2 1924 "Laim" 0 0 0 0 0 0 0
664.77 7.91 84 4 1957.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
616 9.94 62 3 1957.5 "Sendling" 0 0 0 0 1 0 0
288 5.65 51 2 1957.5 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
844 8.19 103 4 1957.5 "Sendling" 0 0 0 0 1 0 0
592.06 6.1 97 4 1957.5 "Bogenhausen" 1 0 0 0 0 0 0
413.92 6.37 65 3 1957.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 1 0
719 12.61 57 2 1972 "Ramersdorf-Perlach" 0 0 0 0 1 1 0
607 10.47 58 3 1957.5 "Laim" 0 0 0 0 1 0 0
820 10.51 78 3 1983 "Untergiesing" 1 0 0 0 1 0 1
484.54 6.46 75 4 1939 "Berg am Laim" 0 0 0 0 1 0 0
680 7.64 89 4 1939 "Berg am Laim" 0 0 0 0 1 0 0
373 7.17 52 2 1924 "Berg am Laim" 0 0 0 0 1 0 0
721.37 11.27 64 2 1957.5 "Obergiesing" 0 0 0 0 1 0 0
663 5.43 122 4 1957.5 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
1010 11.22 90 3 1957.5 "Schwabing West" 1 0 0 0 1 0 0
705 8.6 82 3 1918 "Schwanthalerhöhe" 0 0 0 0 1 0 0
518.69 13.65 38 1 1972 "Au-Haidhausen" 1 0 0 0 0 0 1
335.88 11.58 29 1 1939 "Bogenhausen" 0 0 0 0 1 0 0
720 9.86 73 3 1972 "Hadern" 1 0 0 0 1 0 0
2198 11.39 193 5 1957.5 "Schwabing-Freimann" 1 0 0 0 1 0 0
594 10.24 58 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
450 8.18 55 2 1924 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
672 14.3 47 2 1972 "Untergiesing" 0 0 0 0 0 0 0
475 9.13 52 2 1957.5 "Thalkirchen..." 0 0 0 0 1 0 0
440.62 9.58 46 2 1957.5 "Bogenhausen" 1 0 0 0 1 0 0
450 12.5 36 2 1957.5 "Trudering-Riem" 1 0 0 0 1 0 0
334.6 5.58 60 3 1957.5 "Sendling-Westpark" 1 0 0 0 1 1 0
230.08 4.11 56 2 1957.5 "Bogenhausen" 1 0 0 0 1 0 0
609 12.69 48 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
909 10.95 83 3 1972 "Trudering-Riem" 1 0 0 0 1 1 0
720 13.33 54 2 1983 "Milbersthofen-Am Hart" 0 0 0 0 1 0 1
1367 13.02 105 3 1924 "Schwabing-Freimann" 1 0 0 0 1 1 0
770 9.87 78 3 1992.5 "Pasing-Obermenzing" 1 0 0 0 1 1 1
700 12.28 57 2 1957.5 "Au-Haidhausen" 1 0 0 1 1 0 0
436.45 8.23 53 3 1957.5 "Moosach" 0 0 0 0 1 0 0
542.95 9.2 59 3 1957.5 "Fledmoching-Hasenbergel" 0 0 0 0 0 0 0
625 9.62 65 3 1957.5 "Moosach" 0 0 0 0 1 0 0
814 11 74 3 1972 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
680 10.15 67 2 1957.5 "Sendling" 0 0 0 0 1 0 0
938.86 12.19 77 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
1911 9.55 200 4 1983 "Ramersdorf-Perlach" 1 0 0 0 1 0 1
950 9.79 97 5 1957.5 "Laim" 0 0 0 0 1 0 0
541 8.2 66 3 1957.5 "Moosach" 0 0 0 0 1 0 0
663 11.63 57 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
650 11.82 55 3 1957.5 "Berg am Laim" 0 0 0 0 1 0 0
900 10.34 87 3 1957.5 "Au-Haidhausen" 0 0 0 0 1 0 0
498.6 10.61 47 2 1992.5 "Berg am Laim" 0 0 0 0 1 0 0
720 9 80 3 1992.5 "Berg am Laim" 0 0 0 0 1 0 0
770 11.16 69 3 1972 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
650 10.16 64 3 1957.5 "Obergiesing" 0 0 0 0 1 0 0
560.19 8.24 68 3 1957.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
958 9.04 106 4 1939 "Bogenhausen" 1 0 0 0 1 1 0
446.55 8.27 54 3 1918 "Schwabing West" 1 0 0 1 1 1 0
745 10.64 70 3 1972 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
1284 12 107 4 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 1 0
950 12.34 77 3 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 0 0 0
860 13.03 66 2 1918 "Neuhausen-Nymphenburg" 1 0 0 0 0 0 0
632.7 9.3 68 2 1918 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
470 10.93 43 2 1957.5 "Laim" 1 0 0 0 1 0 0
457.67 8.32 55 1 1957.5 "Maxvorstadt" 1 0 0 0 0 0 0
1020 11.86 86 4 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 0 0 0
499.64 14.7 34 1 1992.5 "Maxvorstadt" 1 0 0 0 1 0 0
480.8 8.74 55 2 1957.5 "Maxvorstadt" 1 0 0 1 0 0 0
945 11.96 79 3 1924 "Laim" 0 0 0 0 1 0 0
603 11.17 54 2 1972 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
599.15 11.1 54 2 1957.5 "Sendling" 0 0 0 0 1 1 1
262.4 13.81 19 1 1957.5 "Maxvorstadt" 1 0 0 0 1 0 1
637.6 8.39 76 3 1918 "Schwabing West" 0 0 0 0 1 0 0
468.14 7.31 64 3 1957.5 "Laim" 0 0 0 0 1 0 0
679.39 7.81 87 3 1918 "Altstadt-Lehel" 0 1 0 1 0 0 0
1052.85 7.26 145 5 1918 "Schwabing West" 1 0 0 0 1 0 0
620 10.33 60 2 1983 "Milbersthofen-Am Hart" 0 0 0 0 1 0 1
825 11 75 2 1924 "Schwabing West" 1 0 0 0 1 1 0
1175.35 10.31 114 5 1939 "Schwabing West" 1 0 0 0 1 0 0
600.72 10.18 59 3 1918 "Neuhausen-Nymphenburg" 0 0 0 1 1 0 0
449 4.58 98 4 1918 "Laim" 0 0 0 0 1 0 0
956.67 9.29 103 4 1918 "Altstadt-Lehel" 1 0 0 0 1 0 0
400 10.26 39 1 1957.5 "Untergiesing" 0 0 0 0 1 0 0
935.77 7.37 127 4 1918 "Neuhausen-Nymphenburg" 1 0 0 0 0 0 0
560.33 9.34 60 2 1924 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
321 6.17 52 2 1924 "Au-Haidhausen" 1 0 0 0 1 0 0
1150 9.58 120 5 1939 "Sendling-Westpark" 1 0 0 1 1 1 0
665.42 8.32 80 3 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
2200 12.94 170 6 1918 "Schwabing West" 1 0 0 0 1 0 0
1080 8.18 132 4 1918 "Schwabing West" 1 0 0 0 1 0 0
650 13.54 48 2 1939 "Obergiesing" 0 0 0 0 1 0 0
425 16.35 26 1 1939 "Schwanthalerhöhe" 0 0 0 0 1 0 1
823 12.28 67 3 1983 "Sendling" 0 0 0 0 0 0 1
974 8.54 114 3 1918 "Sendling" 0 0 0 1 0 0 0
470 11.46 41 1 1957.5 "Untergiesing" 0 0 0 0 0 0 0
1326 11.43 116 4 1983 "Thalkirchen..." 1 0 0 0 1 0 0
624.79 9.33 67 3 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 0
500 11.11 45 2 1939 "Schwabing West" 1 0 0 1 1 0 0
649 10.47 62 2 1918 "Laim" 0 0 0 0 1 0 1
174.75 4.26 41 2 1918 "Neuhausen-Nymphenburg" 0 0 0 1 0 0 1
605.45 8.07 75 2 1918 "Schwabing-Freimann" 0 1 0 1 1 0 0
850 12.14 70 2 2000.5 "Untergiesing" 0 1 0 0 1 0 1
985 12.96 76 3 1939 "Schwabing West" 1 0 0 0 1 0 0
620.88 7.22 86 4 1939 "Sendling-Westpark" 1 0 0 0 1 0 0
803 8.63 93 4 1957.5 "Obergiesing" 0 0 0 0 1 1 0
889.21 7.94 112 5 1972 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 1 0
550 7.86 70 2 1957.5 "Trudering-Riem" 1 0 0 0 1 0 1
677.36 9.03 75 3 1957.5 "Au-Haidhausen" 0 0 0 0 1 0 0
865 13.11 66 2 1957.5 "Schwanthalerhöhe" 0 0 0 0 1 0 0
580 11.84 49 1 1918 "Schwabing-Freimann" 0 1 0 0 1 0 1
740 13.7 54 2 1918 "Maxvorstadt" 0 0 0 0 1 0 1
1950 11.89 164 5 1918 "Schwanthalerhöhe" 0 0 0 0 1 0 0
1090 8.38 130 4 1918 "Schwabing West" 1 0 0 0 1 0 0
356 10.47 34 1 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
765 12.75 60 2 1983 "Moosach" 0 0 0 0 1 0 1
369.67 12.32 30 1 1972 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
768.98 8.74 88 2 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
600 13.95 43 2 1972 "Thalkirchen..." 0 0 0 0 1 0 1
294.61 5.78 51 1 1939 "Laim" 0 0 0 0 0 0 0
860 11.94 72 3 1918 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 1
1100 11.96 92 4 2000.5 "Thalkirchen..." 1 0 0 0 1 0 1
575 12.23 47 2 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 1
476.41 7.68 62 3 1957.5 "Moosach" 0 0 0 0 0 0 0
1260 12.12 104 3 1918 "Pasing-Obermenzing" 0 1 0 0 1 0 1
347.84 6 58 3 1957.5 "Laim" 0 0 0 0 1 0 0
850 10.76 79 4 1957.5 "Ramersdorf-Perlach" 1 0 0 0 1 0 0
1602 12.92 124 4 1918 "Altstadt-Lehel" 0 1 0 0 1 1 0
713.46 5.8 123 5 1918 "Altstadt-Lehel" 0 1 0 0 1 0 0
1335 15.17 88 3 2012.5 "Pasing-Obermenzing" 1 0 0 0 1 0 0
950 13.01 73 3 1924 "Maxvorstadt" 1 0 0 0 1 0 0
768 8.17 94 3 1957.5 "Neuhausen-Nymphenburg" 0 0 0 0 0 0 0
940 12.21 77 3 1939 "Schwabing West" 1 0 0 0 1 0 0
745 14.33 52 2 1918 "Aubing..." 0 0 0 0 1 0 0
650 10.16 64 3 1918 "Maxvorstadt" 1 0 0 0 0 0 0
590 12.04 49 2 1957.5 "Schwabing West" 1 0 0 0 1 0 0
680 10 68 2 1957.5 "Neuhausen-Nymphenburg" 1 0 0 0 0 0 1
905.6 13.93 65 2 1924 "Maxvorstadt" 1 0 0 0 1 0 0
1485.15 11.88 125 4 1918 "Schwabing-Freimann" 1 0 0 0 1 1 0
484 11 44 2 1957.5 "Laim" 1 0 0 0 1 0 1
1003.35 14.33 70 3 1972 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
835 8.43 99 4 1939 "Bogenhausen" 1 0 0 0 1 1 0
670 11.96 56 2 1957.5 "Obergiesing" 0 0 0 0 1 0 0
750 12.93 58 2 1992.5 "Moosach" 0 0 0 0 0 0 1
904.67 11.75 77 4 1939 "Obergiesing" 0 0 0 0 1 1 0
1000 12.05 83 3 1918 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
520 13.68 38 1 1957.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
758.6 10.99 69 3 1983 "Pasing-Obermenzing" 0 0 0 0 1 1 0
597.03 8.18 73 3 1918 "Sendling" 0 0 0 0 0 0 0
